UPC,PRODUCT_GROUP,PRODUCT_NAME,SKU,Fabric,Gender,Category,Style,Design,Color,Size,TYPE_NAME_DETAIL_EN,TYPE_NAME_GROUP,Price
8058542380090,Concept,All ED Ethnic Bag,CCO-EDE-UNI-BAG-ETB-MIX-MIX-0,EDE,UNI,BAG,ETB,MIX,MIX,0,0,Other,495000
8061994528170,Concept,"Silk Beads, Enamel",CCO-HAM-UNI-JEW-NEC-D12-MIX-0,HAM,UNI,JEW,NEC,D12,MIX,0,0,Other,1650000
8063392204274,Concept,Sitting Buddha,CPU-PSD-UNI-SOU-DEC-SIB-RED-14,PSD,UNI,SOU,DEC,SIB,RED,14,0,Other,550000
8071413155139,Accessories,Hộp viết (Pencil Case),GPR-OTH-UNI-BAG-PCE-PCE-NAV-0,OTH,UNI,BAG,PCE,PCE,NAV,0,0,Other,395000
8091997833230,Concept,"Turquoise,  Natural wood",CCO-HAM-UNI-JEW-NEC-N10-MIX-0,HAM,UNI,JEW,NEC,N10,MIX,0,0,Other,1200000
8093358001333,Apparel,Street Vendor,GPR-GOR-MEN-TSS-ONE-SVR-WHI-XXL,GOR,MEN,TSS,ONE,SVR,WHI,XXL,T-Shirt Short Sleeves,T-Shirt,990000
8098894488433,Apparel,Logo,GPR-GPI-MEN-POL-RIB-LOG-AGD-L,GPI,MEN,POL,RIB,LOG,AGD,L,Polo Short sleeves,Polo,1390000
8118931114320,Apparel,Tropical Night,GPR-GCL-MEN-TSO-ONE-TNT-WHI-M,GCL,MEN,TSO,ONE,TNT,WHI,M,T-Shirt Oversized,T-Shirt,1390000
8119427786939,Apparel,Traffic Photo,GPR-GOR-MEN-TSS-ONE-TPO-WHI-M,GOR,MEN,TSS,ONE,TPO,WHI,M,T-Shirt Short Sleeves,T-Shirt,990000
8122616255178,Concept,"Jade, Enamel",CCO-HAM-UNI-JEW-NEC-088-MIX-0,HAM,UNI,JEW,NEC,088,MIX,0,0,Other,2200000
8128787721207,Apparel,Saigon Cruise,GPR-GBA-MEN-TSS-ONE-SCR-WHI-S,GBA,MEN,TSS,ONE,SCR,WHI,S,T-Shirt Short Sleeves,T-Shirt,950000
8130445517572,Concept,ED Tote Bag - Miss Dao,CCO-EDE-UNI-BAG-TTB-DAO-BLU-0,EDE,UNI,BAG,TTB,DAO,BLU,0,0,Other,470000
8148587249503,Concept,"Silk beads, Agates",CCO-HAM-UNI-JEW-NEC-137-MIX-0,HAM,UNI,JEW,NEC,137,MIX,0,0,Other,3000000
8152027446971,Concept,"Silk Beads, Agate",CCO-HAM-UNI-JEW-NEC-D74-MIX-0,HAM,UNI,JEW,NEC,D74,MIX,0,0,Other,1800000
8156938856706,Concept,Hoàng hậu Nam Phương 2  90x90,CCO-LAN-UNI-HWR-SC2-NPG-PUR-90x90,LAN,UNI,HWR,SC2,NPG,PUR,90x90,0,Other,989000
8171122767378,Art,MEMBERS,CCO-PAS-UNI-ART-ART-MEM-MIX-A3,PAS,UNI,ART,ART,MEM,MIX,A3,0,Other,5000000
8171748121400,Concept,Chukka Boot,CCO-DSP-UNI-FWR-LES-CHU-LDP-38,DSP,UNI,FWR,LES,CHU,LDP,38,0,Other,7500000
8177673860841,Apparel,Saigon Motor,GPR-GOR-MEN-TSS-ONE-SMR-WHI-M,GOR,MEN,TSS,ONE,SMR,WHI,M,T-Shirt Short Sleeves,T-Shirt,790000
8182533951577,Concept,Dương Vân Nga 60x60,CCO-LAN-UNI-HWR-SC2-DVN-YEL-60x60,LAN,UNI,HWR,SC2,DVN,YEL,60x60,0,Other,549000
8185441741131,Accessories,Ghe Sup,GPR-OTH-UNI-SOU-NBS-GSP-BLU-A6,OTH,UNI,SOU,NBS,GSP,BLU,A6,0,Other,65000
8193646006504,Apparel,Street Coffee,GPR-GOR-MEN-TSS-ONE-STE-WHI-S,GOR,MEN,TSS,ONE,STE,WHI,S,T-Shirt Short Sleeves,T-Shirt,790000
8196315239937,Concept,Bộ cờ domino,CPU-MAZ-UNI-SOU-GAM-DOM-BRO-0,MAZ,UNI,SOU,GAM,DOM,BRO,0,0,Other,1390000
8204776709675,Concept,Đường sắt Bắc Nam 2  90x90,CCO-LAN-UNI-HWR-SC2-DBN-BLU-90x90,LAN,UNI,HWR,SC2,DBN,BLU,90x90,0,Other,989000
8210553046000,Apparel,Traffic Jam,GPR-GSL-KID-TSS-ONE-TJM-GPE-8,GSL,KID,TSS,ONE,TJM,GPE,8,T-Shirt Short Sleeves,T-Shirt,550000
8213836783371,Concept,Lemongrass - Bentonite Clay Soap,CPU-GAR-UNI-SOU-SOP-LBS-MIX-0,GAR,UNI,SOU,SOP,LBS,MIX,0,0,Other,115000
8229392685271,Concept,Phsar Dek,CCO-DSP-UNI-FWR-LES-PHD-CHA-44,DSP,UNI,FWR,LES,PHD,CHA,44,0,Other,7500000
8229847701433,Apparel,Saigon Story,GPR-GBA-MEN-TSP-ONE-SSY-GRE-XL,GBA,MEN,TSP,ONE,SSY,GRE,XL,T-shirts Pocket Short Sleeves,T-Shirt,710000
8232034690373,Apparel,The Chairs,GPR-GFI-MEN-SWL-ONE-TCS-BLK-S,GFI,MEN,SWL,ONE,TCS,BLK,S,Sweatshirt long sleeves,Shirt,1390000
8238540372673,Apparel,Green Star fruit,GPR-GSU-WOM-TSP-ONE-SF2-NI-XL,GSU,WOM,TSP,ONE,SF2,NI,XL,T-shirts Pocket Short Sleeves,T-Shirt,1790000
8246122338139,Concept,Thánh Gióng 55x55,CCO-LAN-UNI-HWR-SC2-TGG-GRN-55x55,LAN,UNI,HWR,SC2,TGG,GRN,55x55,0,Other,549000
8251493507770,Apparel,Chair,GPR-GSP-MEN-POL-MAN-CHA-BLK-XXL,GSP,MEN,POL,MAN,CHA,BLK,XXL,Polo Short sleeves,Polo,1090000
8251668629238,Concept,Hai Bà Trưng 90x90,CCO-LAN-UNI-HWR-SC1-HBT-ORA-90x90,LAN,UNI,HWR,SC1,HBT,ORA,90x90,0,Other,849000
8254416421375,Apparel,Mono Weedy,GPR-GCV-WOM-BLB-ONE-MWY-WHI-XL,GCV,WOM,BLB,ONE,MWY,WHI,XL,Blouse Open Back Short Sleeves,Blouse,1190000
8254534219472,Apparel,Street Vendor,GPR-GBA-MEN-TSS-ONE-SVR-WHI-M,GBA,MEN,TSS,ONE,SVR,WHI,M,T-Shirt Short Sleeves,T-Shirt,890000
8255036351530,Concept,The Classic - Byron,CCO-DSP-UNI-FWR-LES-BYR-BLK-37,DSP,UNI,FWR,LES,BYR,BLK,37,0,Other,8250000
8262300942271,Concept,ED Ethnic Clutch -  Big Hat,CCO-EDE-UNI-BAG-CLU-BIG-MIX-L,EDE,UNI,BAG,CLU,BIG,MIX,L,0,Other,395000
8266589129736,Concept,Being calm Buddhas,CPU-PSD-UNI-SOU-DEC-BCB-BRO-40,PSD,UNI,SOU,DEC,BCB,BRO,40,0,Other,1850000
8283477742662,Apparel,Star Map,GPR-GSL-KID-TSS-ONE-SMP-WHI-10,GSL,KID,TSS,ONE,SMP,WHI,10,T-Shirt Short Sleeves,T-Shirt,550000
8286865765632,Concept,Shelley I,CCO-DSP-UNI-BAG-HDB-SH1-BLU-0,DSP,UNI,BAG,HDB,SH1,BLU,0,0,Other,4650000
8287219990595,Accessories,Vietnam Telecom,GPR-OTH-UNI-FWR-SLI-VTM-BLK-36,OTH,UNI,FWR,SLI,VTM,BLK,36,0,Other,395000
8289696396402,Concept,Túi cầm tay Hand (Hand Bag) ,CCO-DSP-UNI-BAG-HDB-HDB-CAM-0,DSP,UNI,BAG,HDB,HDB,CAM,0,0,Other,5100000
8290311123976,Apparel,Vietnam Telecom,GPR-GBA-MEN-TSS-ONE-VTM-GRE-XL,GBA,MEN,TSS,ONE,VTM,GRE,XL,T-Shirt Short Sleeves,T-Shirt,710000
8295692739549,Concept,Travel Tag - ATG,CCO-TOH-UNI-SOU-LUG-ATG-MIX-0,TOH,UNI,SOU,LUG,ATG,MIX,0,0,Other,90000
8296273353406,Concept,Driving shoes,CCO-DSP-UNI-FWR-LES-DRI-RED-40,DSP,UNI,FWR,LES,DRI,RED,40,0,Other,6200000
8299740285071,Concept,ED Tote Bag - Miss Hue,CCO-EDE-UNI-BAG-TTB-HUE-RED-0,EDE,UNI,BAG,TTB,HUE,RED,0,0,Other,470000
8311015596580,Concept,ED Cushion -  Miss Xuân,CCO-EDE-UNI-HDR-CUS-XUA-GRE-0,EDE,UNI,HDR,CUS,XUA,GRE,0,0,Other,480000
8315924568539,Concept,Phsar Dek,CCO-DSP-UNI-FWR-LES-PHD-TAN-40,DSP,UNI,FWR,LES,PHD,TAN,40,0,Other,7500000
8327055354097,Accessories,Saigon Story,GPR-OTH-UNI-FWR-SLI-SSY-BLU-36,OTH,UNI,FWR,SLI,SSY,BLU,36,0,Other,395000
8341436017975,Concept,Hồ Xuân Hương  2 90x90,CCO-LAN-UNI-HWR-SC2-HXH-BLU-90x90,LAN,UNI,HWR,SC2,HXH,BLU,90x90,0,Other,989000
8344871346709,Concept,SanMai M390 17cm Gyuto,CPU-VNE-UNI-SOU-SMS-GYU-SGR-17CM,VNE,UNI,SOU,SMS,GYU,SGR,17CM,0,Other,6900000
8349765677877,Concept,"Silk beads, agate",CCO-HAM-UNI-JEW-BRA-BR3-MIX-0,HAM,UNI,JEW,BRA,BR3,MIX,0,0,Other,550000
8351235417432,Apparel,Vietnam Telecom,GPR-GOR-MEN-TSS-ONE-VTM-GRE-XL,GOR,MEN,TSS,ONE,VTM,GRE,XL,T-Shirt Short Sleeves,T-Shirt,790000
8352038159475,Concept,Túi đeo 2 kiểu - ABTF,CCO-TOH-UNI-BAG-CRB-ABT-MIX-S,TOH,UNI,BAG,CRB,ABT,MIX,S,0,Other,520000
8359558161339,Apparel,Street Vendor,GPR-GFI-MEN-HLS-ONE-SVR-WHI-L,GFI,MEN,HLS,ONE,SVR,WHI,L,Hoodies long sleeves,Hoodie,1590000
8371987707674,Apparel,Saigon Motor,GPR-GOR-MEN-TSS-ONE-SMR-WHI-S,GOR,MEN,TSS,ONE,SMR,WHI,S,T-Shirt Short Sleeves,T-Shirt,790000
8379412631532,Apparel,Logo,GPR-GPI-MEN-POL-RIB-LOG-OLI-S,GPI,MEN,POL,RIB,LOG,OLI,S,Polo Short sleeves,Polo,1390000
8385244990525,Apparel,Autumn Lion,GPR-GSL-KID-TSS-ONE-AUL-WHI-2,GSL,KID,TSS,ONE,AUL,WHI,2,T-Shirt Short Sleeves,T-Shirt,650000
8387602516101,Concept,"Jade, Crystal, Leather",CCO-HAM-UNI-JEW-NEC-129-MIX-0,HAM,UNI,JEW,NEC,129,MIX,0,0,Other,4200000
8397355137300,Concept,"Silk beads, Enamel, Silk Tassel",CCO-HAM-UNI-JEW-NEC-L35-MIX-0,HAM,UNI,JEW,NEC,L35,MIX,0,0,Other,1800000
8397405194604,Concept,Big Drawstring Bag - ABD,CCO-TOH-UNI-BAG-DRB-AB1-MIX-M,TOH,UNI,BAG,DRB,AB1,MIX,M,0,Other,395000
8414460065752,Apparel,Lily,GPR-GOR-MEN-TSS-ONE-LLY-BOR-M,GOR,MEN,TSS,ONE,LLY,BOR,M,T-Shirt Short Sleeves,T-Shirt,990000
8415418888676,Concept,Seurat,CCO-DSP-UNI-BAG-WAL-SEU-CHO-0,DSP,UNI,BAG,WAL,SEU,CHO,0,0,Other,2900000
6344756106376,Concept,Men’s Seurat,CCO-DSP-UNI-BAG-WAL-SEU-CHO-0,DSP,UNI,BAG,WAL,SEU,CHO,0,0,Other,2900000
8418144074337,Concept,Mekong Dry Gin,CPU-LTN-UNI-FNB-GIN-MKG-MIX-0,LTN,UNI,FNB,GIN,MKG,MIX,0,0,Other,459000
8421617261974,Apparel,Holy Cat,GPR-GFI-MEN-SWL-ONE-HCT-RED-M,GFI,MEN,SWL,ONE,HCT,RED,M,Sweatshirt long sleeves,Shirt,1290000
8428227224900,Apparel,Logo,GPR-GLI-MEN-SIS-MAN-LOG-WHI-S,GLI,MEN,SIS,MAN,LOG,WHI,S,Shirt Short Sleeves ,Shirt,2790000
8428419692074,Art,A T SILENCE THEY FLOURISH,CCO-PAS-UNI-ART-ART-ATS-MIX-A1,PAS,UNI,ART,ART,ATS,MIX,A1,0,Other,7500000
8430856148076,Concept,"Wilde, Size 44",CCO-DSP-UNI-FWR-LES-WIL-GPA-44,DSP,UNI,FWR,LES,WIL,GPA,44,0,Other,8250000
8437540476675,Apparel,Urban,GPR-GSL-MEN-TTS-ONE-URB-WHI-XXL,GSL,MEN,TTS,ONE,URB,WHI,XXL,Tank Top Sleeveless,Tank Top,750000
8455928607503,Concept,"Silk beads, Metal",CCO-HAM-UNI-JEW-NEC-A47-MIX-0,HAM,UNI,JEW,NEC,A47,MIX,0,0,Other,1800000
8457349719070,Concept,Dinh độc lập 6x130,CCO-LAN-UNI-HWR-SC2-DDL-BLU-6x130,LAN,UNI,HWR,SC2,DDL,BLU,6x130,0,Other,365000
8465894964012,Concept,"Siam wood, Glass",CCO-HAM-UNI-JEW-BRA-N18-MIX-0,HAM,UNI,JEW,BRA,N18,MIX,0,0,Other,495000
8468710075008,Concept,Mẹ Âu Cơ 2 90x90,CCO-LAN-UNI-HWR-SC2-MAC-RED-90x90,LAN,UNI,HWR,SC2,MAC,RED,90x90,0,Other,989000
8469856501239,Concept,Breakfast Blend 12oz,CCO-SHI-UNI-FNB-CFP-B12-RED-12oz,SHI,UNI,FNB,CFP,B12,RED,12oz,0,Other,200000
8471428343994,Apparel,Wolf,GPR-GOR-WOM-TTB-BNE-WOL-GRE-L,GOR,WOM,TTB,BNE,WOL,GRE,L,Tanktop Open Back,Tank Top,790000
8472593414649,Apparel,Vietnam Telecom,GPR-GOR-MEN-TSS-ONE-VTM-GRE-L,GOR,MEN,TSS,ONE,VTM,GRE,L,T-Shirt Short Sleeves,T-Shirt,790000
8475167971777,Concept,Imperial Chess,CPU-DI8-UNI-SOU-GAM-ICS-MIX-0,DI8,UNI,SOU,GAM,ICS,MIX,0,0,Other,29900000
8482603073131,Concept,Driving shoes,CCO-DSP-UNI-FWR-LES-DRI-CHO-39,DSP,UNI,FWR,LES,DRI,CHO,39,0,Other,6200000
8483497871674,Concept,DSP Tray (50*35*7cm),CCO-DSP-UNI-HDR-TRA-DSP-SLR-0,DSP,UNI,HDR,TRA,DSP,SLR,0,0,Other,4750000
8484755364266,Apparel,Hoa,GPR-GSL-KID-APP-BNE-HOA-WHI-10,GSL,KID,APP,BNE,HOA,WHI,10,Apple,Apple,550000
8493691082578,Concept,Delacroix,CCO-DSP-UNI-HDR-SAS-DEL-MBE-0,DSP,UNI,HDR,SAS,DEL,MBE,0,0,Other,1400000
8493695658205,Concept,EAR 32G,CCO-HAM-UNI-JEW-EAR-32G-MIX-0,HAM,UNI,JEW,EAR,32G,MIX,0,0,Other,600000
8494588275721,Concept,Table runner New Tile,CCO-EDE-UNI-SOU-TCL-TAB-MIX-0,EDE,UNI,SOU,TCL,TAB,MIX,0,0,Other,580000
8498141069406,Concept,Đà Lạt Blend,CCO-SHI-UNI-FNB-CFP-DLB-WHI-CAN,SHI,UNI,FNB,CFP,DLB,WHI,CAN,0,Other,180000
8502349981276,Concept,Schaeffer,CCO-DSP-UNI-BAG-CHR-SCH-RDT-0,DSP,UNI,BAG,CHR,SCH,RDT,0,0,Other,1150000
8551008713536,Apparel,Hoa,GPR-GSL-WOM-APP-BNE-HOA-WHI-M,GSL,WOM,APP,BNE,HOA,WHI,M,Apple,Apple,750000
8553643701909,Concept,Hộp sơn mài DVN,CCO-LAN-UNI-HDR-LBX-DVN-YEL-BOX,LAN,UNI,HDR,LBX,DVN,YEL,BOX,0,Other,1099000
8558112995971,Concept,Đà Lạt Blend,CCO-SHI-UNI-FNB-CFP-DLB-WHI-BAG,SHI,UNI,FNB,CFP,DLB,WHI,BAG,0,Other,150000
8559868237001,Apparel,Logo,GPR-GOR-WOM-TSS-VNE-LOG-JBG-S,GOR,WOM,TSS,VNE,LOG,JBG,S,T-Shirt Short Sleeves,T-Shirt,790000
8563970718976,Apparel,Tropical Night,GPR-GCL-MEN-TSO-ONE-TNT-WHI-L,GCL,MEN,TSO,ONE,TNT,WHI,L,T-Shirt Oversized,T-Shirt,1390000
8565987019909,Concept,Schaeffer,CCO-DSP-UNI-BAG-CHR-SCH-SLR-0,DSP,UNI,BAG,CHR,SCH,SLR,0,0,Other,1150000
8126076618078,Concept,Men’s Schaeffer,CCO-DSP-UNI-BAG-CHR-SCH-SLR-0,DSP,UNI,BAG,CHR,SCH,SLR,0,0,Other,1150000
8572239611170,Concept,ED Ethnic Clutch -  Basket,CCO-EDE-UNI-BAG-CLU-BAS-MIX-L,EDE,UNI,BAG,CLU,BAS,MIX,L,0,Other,395000
8573988818100,Apparel,The Eight Horses of Triumph,GPR-GSU-WOM-TTB-BNE-EHT-YEL-S,GSU,WOM,TTB,BNE,EHT,YEL,S,Tanktop Open Back,Tank Top,950000
8577360639406,Apparel,Traffic Jam,GPR-GOR-MEN-TSS-ONE-TJM-OLI-L,GOR,MEN,TSS,ONE,TJM,OLI,L,T-Shirt Short Sleeves,T-Shirt,790000
8586003880365,Apparel,Star,GPR-GOR-MEN-TSS-ONE-STA-RED-XL,GOR,MEN,TSS,ONE,STA,RED,XL,T-Shirt Short Sleeves,T-Shirt,790000
8599635065307,Concept,Túi cầm tay loại nhỏ (Accessories Bag S) ,CCO-DSP-UNI-BAG-HDB-ABG-HGM-S,DSP,UNI,BAG,HDB,ABG,HGM,S,0,Other,3800000
8602304767102,Apparel,Gio Vit,GPR-GOR-KID-TSS-ONE-GVT-WHI-8,GOR,KID,TSS,ONE,GVT,WHI,8,T-Shirt Short Sleeves,T-Shirt,590000
8604379487206,Concept,Bernard Loafer,CCO-DSP-UNI-FWR-LES-BLF-RED-40,DSP,UNI,FWR,LES,BLF,RED,40,0,Other,5800000
8606975392687,Apparel,Star Map,GPR-GSL-KID-TSS-ONE-SMP-WHI-2,GSL,KID,TSS,ONE,SMP,WHI,2,T-Shirt Short Sleeves,T-Shirt,550000
8610168032700,Art,SOUL,CCO-PAS-UNI-ART-ART-SOU-MIX-A2,PAS,UNI,ART,ART,SOU,MIX,A2,0,Other,6000000
8618604922639,Art,JIJI,CCO-PAS-UNI-ART-ART-2JI-MIX-A2,PAS,UNI,ART,ART,2JI,MIX,A2,0,Other,6000000
8623225913539,Concept,Phsar Dek,CCO-DSP-UNI-FWR-LES-PHD-CHA-40,DSP,UNI,FWR,LES,PHD,CHA,40,0,Other,7500000
8624858911930,Apparel,Tropical Night,GPR-GCL-MEN-TSO-ONE-TNT-WHI-XS,GCL,MEN,TSO,ONE,TNT,WHI,XS,T-Shirt Oversized,T-Shirt,1390000
8640554992677,Concept,KM Palmorasa & Ylang Ylang,CCO-ODE-UNI-COS-BCE-D03-NON-0,ODE,UNI,COS,BCE,D03,NON,0,0,Other,215000
8647179738000,Concept,Aznavour,CCO-DSP-UNI-BAG-CCR-AZR-CHE-0,DSP,UNI,BAG,CCR,AZR,CHE,0,0,Other,1850000
8648295835871,Concept,"Silk Beads, Enamel",CCO-HAM-UNI-JEW-NEC-D71-MIX-0,HAM,UNI,JEW,NEC,D71,MIX,0,0,Other,1800000
8649538588530,Concept,Cotton Wallet - AWSZ,CCO-TOH-UNI-BAG-WAL-AW2-MIX-S,TOH,UNI,BAG,WAL,AW2,MIX,S,0,Other,220000
8657254441626,Concept,Khay đựng xà phòng - Round tray,CPU-GAR-UNI-SOU-TRA-RT1-MIX-0,GAR,UNI,SOU,TRA,RT1,MIX,0,0,Other,95000
8664445728237,Concept,East Sea Navy Gin,CPU-LTN-UNI-FNB-GIN-ESG-MIX-0,LTN,UNI,FNB,GIN,ESG,MIX,0,0,Other,459000
8676781567777,Apparel,Dragon Hotpot,GPR-GSL-KID-TSS-ONE-DHT-ORA-8,GSL,KID,TSS,ONE,DHT,ORA,8,T-Shirt Short Sleeves,T-Shirt,550000
8682809245503,Apparel,Saigon traffic,GPR-GOR-WOM-PZE-ONE-STC-PPA-M,GOR,WOM,PZE,ONE,STC,PPA,M,Plus Size,Plus Size,790000
8686147056173,Concept,PASSIONFRUIT CUBEB,CPU-MSA-UNI-FNB-SAK-PCB-MIX-300,MSA,UNI,FNB,SAK,PCB,MIX,300,0,Other,215000
8688802901378,Apparel,Red Lantern,GPR-GOR-WOM-TSB-ONE-RLN-JBG-L,GOR,WOM,TSB,ONE,RLN,JBG,L,T-Shirt Open Back,T-Shirt,990000
8696471651609,Concept,Laughing Buddha,CPU-PSD-UNI-SOU-DEC-LBA-BRO-12,PSD,UNI,SOU,DEC,LBA,BRO,12,0,Other,395000
8711261048336,CF,Guava & Strawberry Kombucha,GPR-GCF-UNI-FNB-CFO-GSK-MIX-0,GCF,UNI,FNB,CFO,GSK,MIX,0,0,Other,89000
8713288249635,Apparel,Smily Dots,GPR-GOR-KID-TSS-ONE-SDS-WHI-4,GOR,KID,TSS,ONE,SDS,WHI,4,T-Shirt Short Sleeves,T-Shirt,590000
8722473433377,Concept,Phin cà phê RuNam mặc áo,CCO-RUN-UNI-HDR-FBA-MAO-MIX-0,RUN,UNI,HDR,FBA,MAO,MIX,0,0,Other,253000
8724614257071,Art,OPIUM OF THE PEOPLE N1498,CCO-PAS-UNI-ART-ART-598-MIX-A3,PAS,UNI,ART,ART,598,MIX,A3,0,Other,5000000
8725076572634,Concept,Ví cầm tay (Glasses Case) ,CCO-DSP-UNI-BAG-WAL-GC0-REP-0,DSP,UNI,BAG,WAL,GC0,REP,0,0,Other,1350000
8728904719430,Concept,Boxer,CCO-DSP-UNI-FWR-LES-BOX-CHO-39,DSP,UNI,FWR,LES,BOX,CHO,39,0,Other,6200000
8747114216737,Apparel,Saigon Story,GPR-GBA-MEN-TSS-ONE-SSY-GRE-M,GBA,MEN,TSS,ONE,SSY,GRE,M,T-Shirt Short Sleeves,T-Shirt,710000
8747639644008,Concept,Jodhpur Boot,CCO-DSP-UNI-FWR-LES-JOB-TAU-39,DSP,UNI,FWR,LES,JOB,TAU,39,0,Other,7500000
8747646349439,Apparel,Star map,GPR-GOR-MEN-TSS-ONE-SMP-BLK-L,GOR,MEN,TSS,ONE,SMP,BLK,L,T-Shirt Short Sleeves,T-Shirt,790000
8748064203532,Concept,"Silk beads, Metal,Silk tassel",CCO-HAM-UNI-JEW-NEC-L28-MIX-0,HAM,UNI,JEW,NEC,L28,MIX,0,0,Other,1800000
8760379444738,Apparel,Traffic Jam,GPR-GOR-MEN-TSS-ONE-TJM-OLI-XL,GOR,MEN,TSS,ONE,TJM,OLI,XL,T-Shirt Short Sleeves,T-Shirt,790000
8762308596143,Accessories,Notebook Hue,GPR-OTH-UNI-SOU-NBI-HUE-MIX-A5,OTH,UNI,SOU,NBI,HUE,MIX,A5,0,Other,210000
8765049689402,Art,LADYBUG,CCO-PAS-UNI-ART-ART-LAD-MIX-A5,PAS,UNI,ART,ART,LAD,MIX,A5,0,Other,1800000
8766616286673,Apparel,Beep Beep,GPR-GSU-MEN-TSS-ONE-BBP-VIO-S,GSU,MEN,TSS,ONE,BBP,VIO,S,T-Shirt Short Sleeves,T-Shirt,1090000
8774556834106,Concept,Tượng sơn mài Kỳ Lân lớn,CPU-PSD-UNI-SOU-DEC-UNI-RED-L,PSD,UNI,SOU,DEC,UNI,RED,L,0,Other,1850000
8780012029801,Apparel,Hoi An,GPR-GBA-MEN-TSS-ONE-HAI-BLK-L,GBA,MEN,TSS,ONE,HAI,BLK,L,T-Shirt Short Sleeves,T-Shirt,710000
8793105794173,Apparel,Macaw,GPR-GCV-WOM-BLC-ONE-SMA-WHI-S,GCV,WOM,BLC,ONE,SMA,WHI,S,Blouse Crop Top,Blouse,1690000
8796295158008,Concept,"Lapis,Gold plated,Agate,Onyx",CCO-HAM-UNI-JEW-NEC-097-MIX-0,HAM,UNI,JEW,NEC,097,MIX,0,0,Other,4400000
8797306054777,Concept,Alex Loafer,CCO-DSP-UNI-FWR-LES-ALF-DBP-37,DSP,UNI,FWR,LES,ALF,DBP,37,0,Other,7800000
8804874762437,Concept,Alex Loafer,CCO-DSP-UNI-FWR-LES-ALF-MBE-39,DSP,UNI,FWR,LES,ALF,MBE,39,0,Other,7800000
8804906821279,Apparel,Wolf,GPR-GCV-WOM-BLA-BNE-WOL-WHI-L,GCV,WOM,BLA,BNE,WOL,WHI,L,Blouse Long Sleeves Asymmetrical,Blouse,1690000
8807614934309,Apparel,Linen Shorts,GPR-GLI-MEN-SHS-BBT-LIN-WHI-M,GLI,MEN,SHS,BBT,LIN,WHI,M,Short men straight,Short,2290000
8827734462438,Apparel,Shuttlecock,GPR-GSP-MEN-POL-MAN-SHU-NAV-L,GSP,MEN,POL,MAN,SHU,NAV,L,Polo Short sleeves,Polo,1090000
8837579232530,Apparel,Traffic Jam,GPR-GKK-WOM-SHH-FBT-TJM-BLK-L,GKK,WOM,SHH,FBT,TJM,BLK,L,High waist Short,Short,1550000
8855560616077,Apparel,Ha Noi Beer,GPR-GOR-MEN-TSP-ONE-HNB-RED-L,GOR,MEN,TSP,ONE,HNB,RED,L,T-shirts Pocket Short Sleeves,T-Shirt,790000
8859793377576,Accessories,Saigon Story,GPR-OTH-UNI-HDR-COA-SSY-WHI-0,OTH,UNI,HDR,COA,SSY,WHI,0,0,Other,380000
8860141987477,Apparel,Gio Vit,GPR-GOR-MEN-TSS-ONE-GVT-WHI-XL,GOR,MEN,TSS,ONE,GVT,WHI,XL,T-Shirt Short Sleeves,T-Shirt,790000
8868051664570,Concept,Đà Lạt Blend,CCO-SHI-UNI-FNB-CFB-DLB-WHI-BAG,SHI,UNI,FNB,CFB,DLB,WHI,BAG,0,Other,250000
8870971506137,Apparel,Saigon traffic,GPR-GOR-WOM-PZE-ONE-STC-PPA-XL,GOR,WOM,PZE,ONE,STC,PPA,XL,Plus Size,Plus Size,790000
8875328608267,Concept,Basket 2 Small,CCO-TOH-UNI-BAG-WAL-BA2-MIX-S,TOH,UNI,BAG,WAL,BA2,MIX,S,0,Other,210000
8883551016001,Apparel,Red Lantern,GPR-GPI-MEN-POL-MAN-RLN-OLI-M,GPI,MEN,POL,MAN,RLN,OLI,M,Polo Short sleeves,Polo,1190000
8888132387273,Apparel,Rain Forest,GPR-GSP-MEN-POL-MAN-RFT-VIO-L,GSP,MEN,POL,MAN,RFT,VIO,L,Polo Short sleeves,Polo,1090000
8894316421701,Concept,Chatto,CCO-DSP-UNI-BAG-CLU-CHA-CHE-0,DSP,UNI,BAG,CLU,CHA,CHE,0,0,Other,1300000
8897497974806,Accessories,Hộp viết (Pencil Case),GPR-OTH-UNI-BAG-PCE-PCE-BLK-0,OTH,UNI,BAG,PCE,PCE,BLK,0,0,Other,395000
8910027696105,Art,OPIUM OF THE PEOPLE N273,CCO-PAS-UNI-ART-ART-273-MIX-A2,PAS,UNI,ART,ART,273,MIX,A2,0,Other,6000000
8917333165431,Apparel,Monfox,GPR-GOR-KID-TSS-ONE-MOX-PPA-4,GOR,KID,TSS,ONE,MOX,PPA,4,T-Shirt Short Sleeves,T-Shirt,590000
8919853989504,Apparel,Dragonflies,GPR-GOR-WOM-TSP-ONE-DRF-WHI-S,GOR,WOM,TSP,ONE,DRF,WHI,S,T-shirts Pocket Short Sleeves,T-Shirt,1690000
8926113737478,Apparel,Monfox,GPR-GOR-KID-TSS-ONE-MOX-PPA-12,GOR,KID,TSS,ONE,MOX,PPA,12,T-Shirt Short Sleeves,T-Shirt,590000
8931517905170,Concept,Ngọc Hân - Nguyễn Huệ 6x130,CCO-LAN-UNI-HWR-SC2-NHH-GRN-6x130,LAN,UNI,HWR,SC2,NHH,GRN,6x130,0,Other,365000
